Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,AvgQuantityPerTransaction,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,AgeCategory,PreferredTimeOfDay,BasketSizeCategory,Country,Churn,RegYear,RegMonth,RegDay,RegWeekday,IsPrivateIP,AvgBasketValue,FavoriteSeason_Automne,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,Region_Afrique,Region_Amérique du Nord,Region_Amérique du Sud,Region_Asie,Region_Autre,Region_Europe centrale,Region_Europe continentale,Region_Europe de l'Est,Region_Europe du Nord,Region_Europe du Sud,Region_Moyen-Orient,Region_Océanie,Region_UK,WeekendPreference_Inconnu,WeekendPreference_Semaine,WeekendPreference_Weekend,ProductDiversity_Explorateur,ProductDiversity_Modéré,ProductDiversity_Spécialisé,Gender_F,Gender_M,Gender_Unknown
5,1021.61,46.43681818181818,65.54568064562835,17.045454545454547,361,1,16,4,0.0,5.619047619047619,18,3.6,1,1,6.0,2.0,2.0,United Kingdom,1,2010,10,14,3,0,204.322,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
13,4221.369999999999,14.165671140939594,24.963910133310705,8.93288590604027,361,1,12,6,0.2214765100671141,1.1683501683501682,218,16.76923076923077,1,7,3.0,1.0,1.0,United Kingdom,0,2010,1,17,6,1,324.7207692307692,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
12,7072.799999999998,91.85454545454544,65.9534999180135,67.53246753246754,361,6,12,9,0.3506493506493506,4.2631578947368425,25,2.083333333333333,1,2,4.0,1.0,2.0,United Kingdom,0,2010,9,6,0,0,589.3999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
6,3906.27,59.185909090909085,90.3300004850126,34.56060606060606,361,2,10,3,0.2272727272727272,3.3846153846153846,57,9.5,1,6,0.0,0.0,2.0,United Kingdom,1,2010,8,21,5,0,651.045,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1,102.0,33.99999999999999,11.854113210189954,13.333333333333334,361,1,10,12,0.0,0.0,3,3.0,1,0,5.0,0.0,1.0,United Kingdom,1,2010,10,1,4,0,102.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
2,178.47,11.898,18.625212635411323,7.666666666666667,361,3,14,1,0.0,2.642857142857143,15,7.5,1,1,5.0,2.0,1.0,United Kingdom,1,2010,6,4,4,0,89.235,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
2,308.26,14.67904761904762,10.50851935562851,13.047619047619047,361,3,16,4,0.0,6.05,21,10.5,1,1,5.0,2.0,1.0,United Kingdom,1,2010,11,30,1,0,154.13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
1,365.27,20.292777777777776,13.968688854028269,10.61111111111111,361,1,10,12,0.0,0.0,18,18.0,1,0,3.0,0.0,1.0,United Kingdom,1,2010,12,12,6,0,365.27,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
3,616.79,3.5447701149425286,4.040298120978817,2.5632183908045976,361,1,11,12,0.0,2.069364161849711,161,53.66666666666666,1,0,2.0,0.0,0.0,United Kingdom,0,2011,1,1,5,0,205.59666666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
14,2538.7200000000003,16.59294117647059,11.14982905712442,9.392156862745098,361,1,15,3,0.0,2.171052631578948,97,6.928571428571429,1,11,1.0,2.0,1.0,United Kingdom,0,2010,1,15,4,0,181.33714285714288,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
5,438.46,15.119310344827587,10.348536449674723,5.172413793103448,361,2,13,10,0.0,11.535714285714286,25,5.0,1,5,6.0,1.0,1.0,United Kingdom,0,2010,9,11,5,0,87.692,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
15,3622.95,27.24022556390977,22.60139183385668,15.413533834586469,361,3,15,10,0.0075187969924812,2.621212121212121,70,4.666666666666667,1,7,6.0,2.0,2.0,United Kingdom,0,2010,8,9,0,0,241.53,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
9,1867.6800000000003,9.200394088669952,11.65789142672004,3.330049261083744,361,3,12,9,0.2364532019704433,1.608910891089109,161,17.88888888888889,1,0,6.0,1.0,0.0,United Kingdom,0,2011,1,2,6,0,207.52000000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
1,-35.400000000000006,-35.400000000000006,0.0,-12.0,361,1,11,12,0.0,,1,1.0,1,1,6.0,0.0,0.0,United Kingdom,1,2010,10,20,2,0,-35.400000000000006,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False
4,765.1899999999999,14.170185185185185,10.644648489945236,6.907407407407407,361,4,12,9,0.0,5.188679245283019,49,12.25,1,4,6.0,1.0,1.0,Australia,0,2010,2,2,1,0,191.29749999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
2,275.64,17.2275,18.05020498498563,7.0,361,1,15,5,0.0,11.2,16,8.0,1,1,2.0,2.0,1.0,United Kingdom,1,2010,9,12,6,0,137.82,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
12,7006.58,22.1027760252366,16.13170758902018,11.646687697160884,361,1,11,9,0.0,1.0917721518987342,193,16.083333333333332,1,5,5.0,0.0,1.0,United Kingdom,0,2010,7,1,3,0,583.8816666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
4,1065.77,15.010845070422535,8.051815899264833,13.338028169014084,361,1,11,8,0.3380281690140845,4.757142857142857,59,14.75,1,1,6.0,0.0,1.0,United Kingdom,0,2010,12,30,3,0,266.4425,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
18,3482.7400000000007,17.241287128712873,8.024880794622012,10.663366336633665,361,0,12,11,0.1039603960396039,1.736318407960199,52,2.888888888888889,1,0,5.0,1.0,1.0,United Kingdom,0,2010,10,30,5,0,193.4855555555556,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
2,1317.62,42.50387096774193,38.28714855556795,29.29032258064516,361,1,11,12,0.0,8.633333333333333,31,15.5,1,0,6.0,0.0,2.0,United Kingdom,1,2010,5,12,2,0,658.81,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
1,-31.65,-10.55,8.258783203353868,-1.6666666666666667,361,1,11,12,0.0,0.0,3,3.0,1,3,6.0,0.0,0.0,United Kingdom,1,2010,1,17,6,0,-31.65,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
2,262.62,9.055862068965515,17.327652037225146,4.103448275862069,361,1,12,12,0.0,3.071428571428572,26,13.0,1,0,0.0,1.0,0.0,United Kingdom,1,2010,6,2,2,0,131.31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
18,6147.4,21.12508591065292,28.941094328668186,16.1786941580756,361,1,12,2,0.1099656357388316,1.1275862068965516,179,9.944444444444445,1,7,5.0,1.0,2.0,United Kingdom,0,2010,9,11,5,0,341.5222222222222,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
4,522.38,5.330408163265306,4.019367011345373,1.8877551020408163,361,1,13,12,0.0,3.670103092783505,68,17.0,1,0,5.0,1.0,0.0,United Kingdom,0,2010,9,30,3,0,130.595,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
11,5725.469999999999,21.60554716981132,12.183851294641022,13.471698113207546,361,1,12,5,0.0415094339622641,1.246212121212121,95,8.636363636363637,1,0,6.0,1.0,1.0,United Kingdom,0,2010,5,4,1,0,520.4972727272726,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
11,2085.65,16.294140625,9.10439718347992,8.0625,361,1,11,3,0.109375,2.755905511811024,88,8.0,1,1,6.0,0.0,1.0,United Kingdom,0,2010,9,13,0,0,189.60454545454547,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
1,479.3500000000001,31.95666666666667,32.94393433583502,5.4,361,1,12,12,0.0,0.0,15,15.0,1,0,6.0,1.0,1.0,United Kingdom,1,2009,12,31,3,0,479.3500000000001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
25,4913.320000000001,32.53854304635762,49.96889666445653,21.21192052980133,361,1,12,10,0.0,2.32,67,2.68,1,17,6.0,1.0,2.0,United Kingdom,0,2010,10,6,2,0,196.53280000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
4,3545.69,21.231676646706585,21.116236420001915,14.089820359281438,360,1,12,12,0.0,1.855421686746988,143,35.75,2,0,5.0,1.0,1.0,Cyprus,0,2010,11,11,3,0,886.4225,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
45,50862.44,31.01368292682927,36.49670880842453,35.37865853658536,360,3,12,4,0.0,0.2117144600366076,884,19.64444444444445,1,3,6.0,1.0,2.0,United Kingdom,0,2010,11,27,5,0,1130.2764444444445,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
3,1266.97,18.91,8.544848173199469,11.611940298507465,360,0,15,11,0.0,4.954545454545454,53,17.666666666666668,1,0,2.0,2.0,1.0,United Kingdom,0,2010,3,14,6,0,422.3233333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
18,5811.56,9.496013071895426,7.129882101101411,4.857843137254902,360,1,15,12,0.0392156862745098,0.5793780687397708,284,15.77777777777778,1,22,6.0,2.0,0.0,United Kingdom,0,2010,1,10,6,0,322.8644444444445,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
6,1281.56,10.25248,9.451182436349502,4.176,360,6,11,12,0.256,2.8225806451612905,80,13.333333333333334,1,0,5.0,0.0,0.0,United Kingdom,0,2010,10,9,5,0,213.59333333333333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
7,1244.59,16.163506493506492,5.98317966122612,11.883116883116884,360,3,14,11,0.0,4.407894736842105,68,9.714285714285714,1,0,6.0,2.0,1.0,United Kingdom,0,2010,6,20,6,0,177.79857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
18,30300.82,150.75034825870645,174.52173879313176,160.81592039800995,360,0,10,7,0.1194029850746268,1.74,111,6.166666666666667,1,3,3.0,0.0,2.0,Sweden,0,2011,7,1,4,0,1683.378888888889,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
7,3313.79,16.008647342995168,9.177355844542555,9.130434782608695,360,3,11,10,0.1256038647342995,1.4077669902912622,144,20.571428571428573,1,0,1.0,0.0,1.0,United Kingdom,0,2010,9,20,0,0,473.3985714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
2,460.5899999999999,4.699897959183673,4.420997343954588,5.5,360,1,13,12,0.4387755102040816,1.9175257731958764,94,47.0,1,0,3.0,1.0,1.0,United Kingdom,1,2010,11,23,1,0,230.29499999999996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
5,1421.4299999999998,16.528255813953486,6.506099435391462,6.593023255813954,360,3,13,12,0.0,2.9647058823529413,71,14.2,1,2,1.0,1.0,1.0,United Kingdom,1,2010,10,9,5,0,284.28599999999994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
8,2786.05,58.04270833333333,43.79947584159229,17.833333333333332,360,1,9,11,0.0,7.361702127659575,29,3.625,1,1,6.0,0.0,2.0,United Kingdom,0,2010,9,4,5,0,348.25625,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
5,680.8299999999999,21.2759375,16.900521438677377,9.25,360,2,16,11,0.0,11.161290322580646,20,4.0,1,1,3.0,2.0,1.0,United Kingdom,0,2010,10,24,6,0,136.166,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
3,253.05,21.0875,27.77018614695198,31.25,360,4,11,1,0.0,3.363636363636364,9,3.0,1,1,6.0,0.0,2.0,United Kingdom,1,2010,1,15,4,0,84.35000000000001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
14,5893.32,13.485858123569791,12.763656582858458,5.356979405034325,360,4,11,6,0.3020594965675057,0.7385321100917431,215,15.357142857142858,1,14,6.0,0.0,1.0,United Kingdom,0,2010,12,21,1,0,420.95142857142855,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
10,3986.22,7.234519056261344,7.319038815128902,7.756805807622505,360,0,15,11,0.3702359346642468,0.6,241,24.1,1,13,5.0,2.0,1.0,United Kingdom,0,2010,11,24,2,0,398.62199999999996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
5,1515.73,17.832117647058823,14.73972944234776,14.882352941176473,360,0,10,12,0.0,4.214285714285714,74,14.8,1,1,6.0,0.0,1.0,United Kingdom,0,2010,10,15,4,0,303.146,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
4,847.6099999999999,14.613965517241375,6.928468335243677,6.603448275862069,360,1,16,12,0.0,5.859649122807017,56,14.0,1,3,2.0,2.0,1.0,United Kingdom,0,2010,11,9,1,0,211.90249999999997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
14,4039.98,22.07639344262295,21.2683889173829,24.61748633879781,360,2,13,8,0.0,1.912087912087912,113,8.071428571428571,1,1,5.0,1.0,2.0,United Kingdom,0,2010,3,30,1,0,288.57,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
18,3741.98,15.788945147679325,9.953391304416948,12.962025316455696,360,2,10,9,0.1097046413502109,1.4576271186440677,134,7.444444444444445,1,13,4.0,0.0,1.0,United Kingdom,0,2010,12,6,0,0,207.88777777777779,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
9,1784.12,14.388064516129033,13.763126457385424,13.07258064516129,360,6,10,4,0.4274193548387097,2.845528455284553,106,11.77777777777778,1,1,3.0,0.0,1.0,United Kingdom,0,2010,7,10,5,0,198.23555555555555,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
2,658.64,25.33230769230769,28.46339295413564,19.07692307692308,360,4,10,11,0.0,12.96,23,11.5,1,0,2.0,0.0,2.0,United Kingdom,0,2010,9,15,2,0,329.32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
3,617.93,17.16472222222222,14.998545355392896,9.13888888888889,360,2,10,12,0.0,9.942857142857145,28,9.333333333333334,1,1,6.0,0.0,1.0,United Kingdom,0,2010,11,30,1,0,205.97666666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
4,1158.2,15.239473684210529,11.205523506406632,10.026315789473683,360,6,14,9,0.5526315789473685,3.5866666666666664,67,16.75,1,2,6.0,2.0,1.0,United Kingdom,0,2010,1,9,5,0,289.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False
9,2085.08,38.61259259259259,35.492243276162235,19.51851851851852,360,0,10,3,0.1481481481481481,6.69811320754717,40,4.444444444444445,1,0,6.0,0.0,2.0,United Kingdom,0,2010,10,4,0,0,231.67555555555555,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
4,517.53,8.484098360655738,7.946580475703409,3.9836065573770494,360,6,13,2,0.4754098360655737,2.7666666666666666,57,14.25,1,0,3.0,1.0,0.0,United Kingdom,1,2010,11,30,1,0,129.3825,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
8,2504.86,8.977992831541219,6.218191482199703,3.996415770609319,360,1,17,12,0.0,1.2697841726618706,178,22.25,1,2,1.0,2.0,0.0,United Kingdom,0,2010,12,22,2,0,313.1075,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
11,3466.67,47.4886301369863,48.59975037987645,21.273972602739725,360,2,11,12,0.1643835616438356,1.3055555555555556,51,4.636363636363637,1,4,5.0,0.0,2.0,United Kingdom,1,2011,1,3,0,0,315.1518181818182,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
3,1548.07,16.125729166666666,7.930393996290696,9.135416666666666,360,0,10,8,0.3854166666666667,3.494736842105264,87,29.0,1,1,5.0,0.0,1.0,Austria,0,2010,9,25,5,1,516.0233333333333,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1705.2599999999998,16.555922330097086,13.104300703779838,7.009708737864078,360,3,11,8,0.0,3.480392156862745,86,17.2,1,5,1.0,0.0,1.0,United Kingdom,0,2010,12,26,6,0,341.05199999999996,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
2,121.0,17.285714285714285,4.802231624091925,9.714285714285714,360,2,12,12,0.0,33.833333333333336,7,3.5,1,0,2.0,1.0,1.0,United Kingdom,1,2010,9,19,6,0,60.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
1,422.7,46.96666666666667,24.64254451147446,9.11111111111111,360,2,12,12,0.0,0.0,9,9.0,1,0,2.0,1.0,1.0,United Kingdom,1,2010,12,12,6,0,422.7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
22,9537.92,24.207918781725887,19.16507363841595,13.857868020304569,360,2,11,2,0.0,0.8676844783715013,242,11.0,1,12,3.0,0.0,1.0,United Kingdom,0,2010,11,25,3,0,433.5418181818182,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
16,3918.9,14.84431818181818,23.996848848680862,8.859848484848484,360,1,12,7,0.0,1.2775665399239544,187,11.6875,1,40,4.0,1.0,1.0,United Kingdom,0,2010,1,7,3,0,244.93125,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
5,2735.37,26.55699029126213,39.50359032665238,11.50485436893204,360,3,9,11,0.0,3.215686274509804,82,16.4,1,0,3.0,0.0,1.0,United Kingdom,0,2010,9,27,0,0,547.074,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
6,459.83,17.685769230769232,10.50224211226419,10.423076923076923,360,2,12,3,0.0,11.48,19,3.1666666666666665,1,1,1.0,1.0,1.0,United Kingdom,0,2010,7,19,0,0,76.63833333333334,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
12,3550.7,22.331446540880503,27.551992733566085,13.9874213836478,360,4,12,11,0.2452830188679245,2.240506329113924,104,8.666666666666666,1,2,6.0,1.0,1.0,United Kingdom,0,2010,11,16,1,0,295.89166666666665,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
3,310.03,34.44777777777777,32.48001376915417,26.55555555555556,359,3,10,12,0.0,43.75,8,2.6666666666666665,1,1,5.0,0.0,2.0,United Kingdom,0,2010,6,12,5,0,103.34333333333332,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
3,1030.14,36.79071428571429,52.21333176771727,26.785714285714285,359,2,14,9,0.0,10.074074074074074,24,8.0,1,0,6.0,2.0,2.0,United Kingdom,0,2010,7,18,6,0,343.38000000000005,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
2,847.4100000000001,12.839545454545457,9.85428113630247,3.696969696969697,359,2,13,12,0.0,1.8307692307692307,62,31.0,1,0,6.0,1.0,0.0,United Kingdom,1,2010,9,12,6,0,423.70500000000004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
9,688.0400000000001,17.642051282051284,17.172080642026128,14.82051282051282,359,1,13,5,0.1538461538461538,7.7894736842105265,32,3.555555555555556,1,2,2.0,1.0,1.0,United Kingdom,0,2010,10,10,6,0,76.4488888888889,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
5,733.4399999999998,15.60510638297872,10.066878509409918,14.170212765957446,359,2,13,12,0.0,5.0,34,6.8,1,1,2.0,1.0,1.0,United Kingdom,1,2010,8,8,6,0,146.68799999999996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
2,885.4699999999999,26.83242424242424,16.022325445745818,11.363636363636363,359,1,14,12,0.0,11.125,28,14.0,1,0,1.0,2.0,1.0,United Kingdom,0,2010,9,28,1,0,442.73499999999996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
3,603.6900000000002,15.886578947368426,8.603780839656604,9.394736842105264,359,4,10,11,0.0,9.108108108108109,34,11.333333333333334,1,3,6.0,0.0,1.0,United Kingdom,0,2010,1,6,2,0,201.23000000000005,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
1,306.84000000000003,7.135813953488372,5.386724082920431,3.488372093023256,359,2,14,12,0.0,0.0,39,39.0,1,0,2.0,2.0,0.0,United Kingdom,1,2010,2,11,3,0,306.84000000000003,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
1,74.4,14.88,5.454081040835384,8.0,359,2,14,12,0.0,0.0,5,5.0,1,0,5.0,2.0,1.0,United Kingdom,1,2010,2,24,2,0,74.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
4,1227.43,14.108390804597702,10.590969812364971,20.03448275862069,359,4,14,3,0.0,3.744186046511628,76,19.0,1,0,3.0,2.0,2.0,United Kingdom,0,2010,9,3,4,0,306.8575,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
1,-227.44,-113.72,31.50867816967256,-28.0,359,2,14,12,0.0,0.0,2,2.0,1,2,1.0,2.0,0.0,Israel,1,2010,11,24,2,0,-227.44,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
4,1887.2,15.858823529411763,8.152918181569952,13.126050420168069,359,2,14,3,0.0,2.135593220338983,102,25.5,1,0,6.0,2.0,1.0,United Kingdom,1,2010,1,8,4,0,471.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
3,3866.33,16.452468085106382,13.849812360805927,9.136170212765958,359,4,14,4,0.3617021276595745,1.1452991452991452,185,61.66666666666666,1,0,4.0,2.0,1.0,United Kingdom,0,2010,2,11,3,0,1288.7766666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
7,984.12,9.46269230769231,13.387628924312397,2.644230769230769,359,0,13,2,0.1826923076923076,2.8737864077669903,79,11.285714285714286,1,1,6.0,1.0,0.0,United Kingdom,0,2010,9,16,3,0,140.58857142857144,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
3,447.22,7.453666666666667,5.113178044769624,11.0,359,1,13,3,0.0,1.271186440677966,48,16.0,1,0,1.0,1.0,1.0,United Kingdom,1,2010,11,4,3,0,149.07333333333335,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
4,987.86,17.330877192982456,6.46448547303478,13.385964912280702,359,4,10,5,0.0,5.107142857142857,47,11.75,1,0,1.0,0.0,1.0,United Kingdom,0,2010,10,14,3,0,246.965,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
5,2062.7,24.55595238095238,18.719978318327964,17.523809523809526,359,1,10,4,0.0,3.879518072289157,59,11.8,1,0,0.0,0.0,2.0,United Kingdom,0,2010,2,9,1,0,412.53999999999996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
7,5178.959999999999,17.148874172185426,22.105158822519964,10.149006622516556,359,2,15,8,0.0,1.1262458471760797,213,30.428571428571427,1,0,3.0,2.0,1.0,United Kingdom,0,2010,11,5,4,0,739.8514285714284,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
3,811.45,27.048333333333336,30.054747411249743,22.73333333333333,359,2,15,12,0.0,6.620689655172414,23,7.666666666666667,1,0,1.0,2.0,2.0,United Kingdom,1,2010,4,7,2,0,270.48333333333335,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
21,7803.769999999999,36.8102358490566,27.225762705944803,20.900943396226417,359,4,14,12,0.0047169811320754,1.6350710900473933,93,4.428571428571429,1,8,6.0,2.0,2.0,United Kingdom,0,2010,1,15,4,0,371.6080952380952,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
1,80.64,80.64,0.0,192.0,359,2,16,12,0.0,,1,1.0,1,0,5.0,2.0,2.0,United Kingdom,1,2009,12,28,0,0,80.64,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
27,10360.04,24.14927738927739,20.848586220024853,12.804195804195803,359,1,10,8,0.0069930069930069,0.794392523364486,185,6.851851851851852,1,6,2.0,0.0,1.0,United Kingdom,0,2009,12,29,1,0,383.7051851851852,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
4,595.4,4.022972972972973,7.753514670184172,3.1486486486486487,359,4,13,11,0.0,2.197278911564626,137,34.25,1,1,5.0,1.0,0.0,France,0,2010,9,25,5,0,148.85,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
